name,energy_consumption_btu,world_share,pc_yearly_btu,non_renewable,oil_consump,gas_consump,coal_consump,re_nuclear,co2_emissions_tons_2016,co2_emiss_one_year_change,population_2016,co2_emiss_per_capita,country_share_of_world_co2,coal_reserves,coal_production,coal_consumption,coal_imports,coal_exports,coal_net_imports,coal_year,coal_units,coal_net_exports,coal_yearly_deficit/surplus,gas_reserves,gas_production,gas_consumption,gas_imports,gas_exports,gas_net_imports,gas_year,gas_units,gas_net_exports,gas_yearly_deficit/surplus,oil_reserves,oil_production,oil_consumption,oil_imports,oil_exports,oil_net_imports,oil_year,oil_units,oil_net_exports,oil_daily_deficit/surplus
Slovenia,2.84E+11,0.000488,136734,0.65,0.38,0.11,0.16,0.35,14722601,0.0235,2074210,7.1,0.04%,408957010,3691636,4143583,427692,2182,425510,2016,Tons ,,-451947,0,106,28817,28711,0,28711,2015,Million Cubic Ft,,-28711,0,5,52298,0,0,,2016,Barrels,0,-52293
Mozambique,2.88E+11,0.000494,10051,0.55,0.3,0.25,0,0.45,5859171,0.0222,27829938,0.21,0.02%,1975339520,6818890,12125,4057,8325796,,2016,Tons ,8321738,6806764,100000000,201296,66922,0,134197,,2015,Million Cubic Ft,134197,134374,0,281,40000,0,461,,2016,Barrels,461,-39719
Croatia,3.51E+11,0.000602,83839,0.74,0.43,0.27,0.04,0.26,19408194,0.0302,4208602,4.61,0.05%,0,0,1179627,1200571,0,1200571,2016,Tons ,,-1179627,880000,64591,72537,37858,12961,24897,2015,Million Cubic Ft,,-7946,71000000,18528,69000,50268,0,50268,2016,Barrels,,-50472
Dominican Republic,3.40E+11,0.000585,32385,0.92,0.72,0.13,0.08,0.08,23466740,0.0288,10397741,2.26,0.07%,0,0,1215242,1237894,0,1237894,2016,Tons ,,-1215242,0,0,39129,39129,0,39129,2015,Million Cubic Ft,,-39129,0,-116,133000,18204,0,18204,2016,Barrels,,-133116
Ethiopia,3.24E+11,0.000556,3041,0.61,0.57,0,0.04,0.39,10438855,0.0403,103603462,0.1,0.03%,0,31416,539255,629357,0,629357,2016,Tons ,,-507839,880000,0,0,0,0,,2015,Million Cubic Ft,,0,428000,354,74000,0,0,,2016,Barrels,0,-73646
Bolivia,3.43E+11,0.00059,30676,0.93,0.59,0.34,0,0.07,19463728,0.0203,11031814,1.76,0.05%,1102310,0,0,0,0,,2016,Tons ,,0,10450000,741615,95351,0,621544,,2015,Million Cubic Ft,621544,646265,211450000,77635,90000,0,4260,,2016,Barrels,4260,-12365
Lebanon,3.76E+11,0.000645,55106,0.99,0.98,0,0.01,0.01,21863288,0.0195,6714281,3.26,0.06%,0,0,135976,135976,0,135976,2016,Tons ,,-135976,0,0,0,0,0,,2015,Million Cubic Ft,,0,0,0,153000,2,0,2,2016,Barrels,,-153000
North Korea,3.30E+11,0.000567,12990,0.67,0.12,0,0.55,0.33,58708734,0.1949,25307665,2.32,0.16%,661386000,34237749,10707839,1731596,24825709,,2016,Tons ,23094114,23529909,0,0,0,0,0,,2015,Million Cubic Ft,,0,0,137,18000,10684,0,10684,2016,Barrels,,-17863
Sudan,3.68E+11,0.000632,9024,0.77,0.77,0,0,0.23,13294106,0.0418,39847439,0.33,0.04%,0,0,0,0,0,,2016,Tons ,,0,3000000,0,0,0,0,,2015,Million Cubic Ft,,0,5000000000,107853,140000,0,22315,,2016,Barrels,22315,-32147
Angola,3.63E+11,0.000623,12168,0.8,0.72,0.08,0,0.2,30566933,0.0313,28842489,1.06,0.09%,0,0,0,0,0,,2016,Tons ,,0,9711000,372255,27298,0,0,,2015,Million Cubic Ft,0,344957,8423000000,1796743,133000,0,1681354,,2016,Barrels,1681354,1663743
Syria,3.95E+11,0.000678,23082,0.99,0.63,0.35,0,0.01,38054696,0.0178,17465575,2.18,0.11%,0,0,5526,5526,0,5526,2016,Tons ,,-5526,8500000,218953,151855,0,0,,2015,Million Cubic Ft,0,67099,2500000000,34602,140000,0,0,,2016,Barrels,0,-105398
Sri Lanka,3.83E+11,0.000658,18147,0.89,0.73,0,0.16,0.11,18454691,0.0855,21021171,0.88,0.05%,0,0,2295009,2580799,0,2580799,2016,Tons ,,-2295009,0,0,0,0,0,,2015,Million Cubic Ft,,0,0,-320,127000,31960,0,31960,2016,Barrels,,-127320
Panama,4.39E+11,0.000754,106972,0.84,0.82,0,0.02,0.16,11599764,0.0237,4037078,2.87,0.03%,0,0,330693,336706,0,336706,2016,Tons ,,-330693,0,0,0,0,0,,2015,Million Cubic Ft,,0,0,446,155000,0,0,,2016,Barrels,0,-154554
Paraguay,5.19E+11,0.000891,75533,0.23,0.23,0,0,0.77,5998469,0.0197,6777872,0.89,0.02%,0,0,1680,1680,0,1680,2016,Tons ,,-1680,0,0,0,0,0,,2015,Million Cubic Ft,,0,0,4174,51000,0,0,,2016,Barrels,0,-46826
Jordan,4.31E+11,0.00074,44050,0.97,0.6,0.36,0.01,0.03,22772370,0.0183,9554286,2.38,0.06%,0,0,242508,224734,0,224734,2016,Tons ,,-242508,213000,5333,102308,96975,0,96975,2015,Million Cubic Ft,,-96975,1000000,403,114000,59567,0,59567,2016,Barrels,,-113597
Tunisia,4.08E+11,0.000701,35726,0.99,0.51,0.48,0,0.01,29395965,0.0082,11303945,2.6,0.08%,0,0,2259,2259,0,2259,2016,Tons ,,-2259,2300000,87405,160507,104886,0,104886,2015,Million Cubic Ft,,-73102,425000000,41634,97000,17769,34478,,2016,Barrels,16709,-55366
Myanmar,5.19E+11,0.000891,9718,0.79,0.45,0.32,0.01,0.21,16701776,0.0561,53045201,0.31,0.05%,6613860,606271,536770,381094,40015,341079,2016,Tons ,,69501,10000000,648030,126781,0,491232,,2015,Million Cubic Ft,491232,521249,50000000,15634,123000,0,2702,,2016,Barrels,2702,-107366
Cuba,4.01E+11,0.000689,35407,0.98,0.88,0.1,0,0.02,30389116,0.0165,11335104,2.68,0.08%,0,0,2066,2066,0,2066,2016,Tons ,,-2066,2500000,48382,44144,0,0,,2015,Million Cubic Ft,0,4238,124000000,49737,153000,105396,0,105396,2016,Barrels,,-103263
Laos,4.05E+11,0.000696,58292,0.76,0.09,0,0.66,0.24,4531276,0.0792,6845846,0.66,0.01%,554461930,5330918,5247934,8732,24000,,2016,Tons ,15268,82984,0,0,0,0,0,,2015,Million Cubic Ft,,0,0,0,18000,0,0,,2016,Barrels,0,-18000
Ireland,6.39E+11,0.001097,134352,0.87,0.5,0.31,0.07,0.13,39086565,0.0509,4695779,8.32,0.11%,15432340,0,2474686,2107617,11326,2096291,2016,Tons ,,-2474686,350000,4662,153762,149524,0,149524,2015,Million Cubic Ft,,-149100,0,283,152404,64377,0,64377,2016,Barrels,,-152121
Libya,5.72E+11,0.000982,86906,1,0.71,0.29,0,0,52696075,0.0152,6492162,8.12,0.15%,0,0,0,0,0,,2016,Tons ,,0,53183000,591526,158564,0,251090,,2015,Million Cubic Ft,251090,432962,48363000000,499397,223000,0,238501,,2016,Barrels,238501,276397
Azerbaijan,5.94E+11,0.00102,60342,0.98,0.33,0.64,0,0.02,33614235,-0.0041,9736043,3.45,0.09%,0,0,178,178,0,178,2016,Tons ,,-178,35000000,963746,384227,7063,258506,,2015,Million Cubic Ft,251443,579519,7000000000,843546,96000,3948,658577,,2016,Barrels,654629,747546
Ecuador,7.15E+11,0.001227,42578,0.74,0.71,0.02,0,0.26,40065690,-0.0485,16491116,2.43,0.11%,26455440,0,13555,14113,0,14113,2016,Tons ,,-13555,212000,59223,17552,0,0,,2015,Million Cubic Ft,0,41672,8273000000,548379,259000,0,414675,,2016,Barrels,414675,289379
Morocco,8.19E+11,0.001407,23030,0.92,0.7,0.06,0.17,0.08,57694464,0.0054,35126283,1.64,0.16%,15432340,0,7153992,7410681,0,7410681,2016,Tons ,,-7153992,51000,4026,42978,39800,0,39800,2015,Million Cubic Ft,,-38952,684000,160,275000,67713,0,67713,2016,Barrels,,-274840
Bulgaria,7.74E+11,0.00133,109037,0.74,0.25,0.16,0.33,0.26,50872910,-0.06,7151953,7.11,0.14%,2608065460,34426244,35234237,867423,46411,821012,2016,Tons ,,-807993,200000,3685,111291,108044,0,108044,2015,Million Cubic Ft,,-107606,15000000,5339,97000,125642,0,125642,2016,Barrels,,-91661
Slovakia,7.26E+11,0.001247,133341,0.66,0.24,0.24,0.18,0.34,36817242,0.0174,5442003,6.77,0.10%,148811850,2035967,6708667,4526820,0,4526820,2016,Tons ,,-4672700,500000,3496,163826,155633,0,155633,2015,Million Cubic Ft,,-160330,9000000,12541,81587,117296,141,117155,2016,Barrels,,-69046
Denmark,7.37E+11,0.001266,128627,0.7,0.44,0.17,0.08,0.3,38007645,0.0523,5711349,6.65,0.11%,0,0,3985953,3181267,23149,3158118,2016,Tons ,,-3985953,1210000,166440,112867,23237,77410,,2015,Million Cubic Ft,54173,53573,551000000,145674,158194,77224,78070,,2016,Barrels,846,-12520
New Zealand,9.02E+11,0.00155,191938,0.64,0.38,0.21,0.05,0.36,33276202,-0.0014,4659265,7.14,0.09%,8349998250,3159906,2765590,499657,1308589,,2016,Tons ,808931,394316,1361000,181448,178694,0,0,,2015,Million Cubic Ft,0,2755,64100000,43907,166913,108214,31474,76740,2016,Barrels,,-123006
Trinidad and Tobago,9.04E+11,0.001552,653028,1,0.13,0.87,0,0,34974263,-0.0592,1377560,25.39,0.10%,0,0,198,198,0,198,2016,Tons ,,-198,12240000,1481288,841804,0,546818,,2015,Million Cubic Ft,546818,639484,728300000,97726,57000,54579,23196,31383,2016,Barrels,,40726
Serbia,6.42E+11,0.001103,72730,0.83,0.19,0.15,0.5,0.17,41168059,0.0227,8853963,4.65,0.12%,8282757340,42372796,43189608,567654,72752,494901,2016,Tons ,,-816812,1700000,22248,76987,55798,0,55798,2015,Million Cubic Ft,,-54738,77500000,23150,74000,44283,0,44283,2016,Barrels,,-50850
Bahrain,7.20E+11,0.001236,481813,1,0.18,0.82,0,0,24458384,0.025,1425792,17.15,0.07%,0,0,0,0,0,,2016,Tons ,,0,3250000,727489,547383,0,0,,2015,Million Cubic Ft,0,180107,124560000,63886,62000,212417,154691,57726,2016,Barrels,,1886
Israel,1.05E+12,0.0018112,127951,1,0.46,0.34,0.19,0,65201588,-0.0038,8108985,8.04,0.18%,0,0,10167720,9694828,0,9694828,2016,Tons ,,-10167720,7027000,333020,305828,5650,0,5650,2015,Million Cubic Ft,,27193,13953000,5977,236249,217657,0,217657,2016,Barrels,,-230272
